Some(3854868588740179	<a class="k" href="/k/%E4%B8%AD%E5%9B%BD%E5%A5%BD%E5%A3%B0%E9%9F%B3%E5%91%A8%E6%9D%B0%E4%BC%A6?from=feed">#中国好声音周杰伦#</a><a class="k" href="/k/%E4%B8%AD%E5%9B%BD%E5%A5%BD%E5%A3%B0%E9%9F%B3?from=feed">#中国好声音#</a>『快讯』<a class="k" href="/k/%E5%91%A8%E6%9D%B0%E4%BC%A6?from=feed">#周杰伦#</a>今晚收了四位学员，其中有一位跟大导演李安重名的澳大利亚华裔，在今天的录制中获得4转，问：你的梦想是什么？答：我选周杰伦。。	1949176623	小周周全国后援会	红米Note	06-17 23:42	null	null	4	1	9	[742e132fjw1et7inj5iwnj20no0vkdhy]	中国好声音周杰伦 中国好声音 周杰伦
3857220200983676	<i class="face face_1 icon_3">[哈哈]</i> 期待呀，周杰伦导师 <a data-url="http://t.cn/R2d4ZSF" href="http://weibo.cn/sinaurl?u=http%3A%2F%2Fm.weibo.cn%2Fclient%2Fversion%3Flocation%3D35&ep=Co0yE47TK%2C1793066992%2CCnR4bjbUj%2C3243083143" class="btn btn-normal btn-surl"><i class="iconimg iconimg-xxs"><img src="http://h5.sinaimg.cn/upload/2015/01/21/20/timeline_card_small_photo_default.png"></i><span class="surl-text">查看图片</span></a>	1793066992	微信公众号护肤细语	微博 weibo.com	34分钟前	3856855354574007	null	0	0	0	[]	中国好声音 重要的事情要说三遍
3856139550470415	父亲节快乐～快点晒起你跟爸爸的合照吧[噢耶][噢耶][噢耶]<a class="k" href="/k/%E4%B8%AD%E5%9B%BD%E5%A5%BD%E5%A3%B0%E9%9F%B3?from=feed">#中国好声音#</a>	2819027752	中国好声音	iPhone 6	06-21 11:52	3856111122125382	null	14	33	617	[]	中国好声音
3857220075007165	转发微博	2235588575	随遇而鑫安	iPhone 5s	35分钟前	3857208066044459	null	0	0	0	[]	中国好声音
3857219940576114	哇哇哇<a href="/n/%E9%9B%A8%E6%B3%AA%E6%B7%A1%E6%B7%A1Alice">@雨泪淡淡Alice</a> <a href="/n/%E6%97%B6%E5%85%89%E6%97%A0%E5%A3%B0DDD">@时光无声DDD</a> <a href="/n/%E5%99%A2%E6%89%80%E4%BB%A5%E5%91%A2">@噢所以呢</a> 	1626923691	羊咩少女	🐑🐑iPhone 6 Plus	35分钟前	3855469179742430	null	0	0	0	[]	中国好声音 周杰伦
3857219848483515	马个	1735488797	sai_jing	微博 weibo.com	36分钟前	3857210717050822	null	0	0	0	[]	中国好声音
3857219827491161	7月17才开始[鼻涕]	5236199526	我是大帅比比比	酷派手机	36分钟前	3857210717050822	null	0	0	0	[]	中国好声音
3857219760643957	<a href="/n/%E7%BE%8A%E5%92%A9%E5%B0%91%E5%A5%B3">@羊咩少女</a> <a href="/n/%E5%96%B5%E5%AE%B6%E7%9A%84%E5%96%B5%E5%96%B5%E5%8F%ABmiao">@喵家的喵喵叫miao</a> <a href="/n/%E5%A4%A9%E9%81%93%E9%85%AC%E6%83%85--JOY4">@天道酬情--JOY4</a> 	1592303842	爱菌蕈酱	iPhone客户端	36分钟前	3855469179742430	null	0	0	0	[]	中国好声音 周杰伦
3857219563255826	转发微博	2015670295	丹大侠_DAISY	360安全浏览器	37分钟前	3847785898346102	null	0	0	0	[]	中国好声音
3857219386930992	转发微博	2253156413	淡淡困	微博 weibo.com	37分钟前	3857208066044459	null	0	0	0	[]	中国好声音
3857218870766502	哈哈！沈楠：我想去看看昆凌！娜姐：你怎么没想看看章子怡呢！	1862308360	张恒milan	360安全浏览器	39分钟前	3857210717050822	null	0	0	0	[]	中国好声音
3855379232768625	【蓝媒独家】第四季<a class="k" href="/k/%E4%B8%AD%E5%9B%BD%E5%A5%BD%E5%A3%B0%E9%9F%B3?from=feed">#中国好声音#</a>正式开录，那英、汪峰、周杰伦、庾澄庆接受了记者群访。刚坐上红色转椅的周杰伦难免有些拘谨，被哈林戏称为总结陈词的“周结论”。周董大方宣布已和那姐结盟，面对其他导师种种邀歌秀身材要求，周董霸气回应：“那要看今年的冠军是谁！”<a href="/n/%E8%93%9D%E8%8E%93%E8%A7%86%E9%A2%91">@蓝莓视频</a> <a data-url="http://t.cn/R2mhA8d" href="http://v.zjstv.com/c/201506/15137.html?ep=CneFlbCff%2C1288369910%2CCneFlbCff%2C1288369910" class="btn btn-normal btn-surl"><i class="iconimg iconimg-xxs"><img src="http://u1.sinaimg.cn/upload/2014/10/16/timeline_card_small_video_default.png"></i><span class="surl-text">好声音4首录发布会实录：周董那姐结盟 庾澄庆赞杰伦是“周结论”</span></a>	1288369910	浙江卫视中国蓝	微博 weibo.com	06-19 09:31	null	null	216	47	173	[4ccaf6f6gw1et95ambuw4j20p00godnv,4ccaf6f6gw1et95ao3n05j20go0p0tf6,4ccaf6f6gw1et95ap7qbtj20p00gotem,4ccaf6f6gw1et95aqgyajj20go0p0455,4ccaf6f6gw1et95arqgp4j20p00gowko]	中国好声音
3857218543558718	艾玛 ~~~~周董还是帅帅哒~	1785428805	misshongstar	微博 weibo.com	41分钟前	3857208066044459	null	0	0	0	[]	中国好声音
3857218384047747	转发微博	5106335422	baby翰baby	OPPO Find 7	41分钟前	3857210717050822	null	0	0	0	[]	中国好声音
3857218040060289	好屌······<i class="face face_1 icon_3">[哈哈]</i><i class="face face_1 icon_3">[哈哈]</i><i class="face face_1 icon_3">[哈哈]</i>	2810208680	LLLLL李李	微博 weibo.com	43分钟前	3857210717050822	null	0	0	0	[]	中国好声音
3857217524813194	我真的想净净[难过]V:CanCer7993<a class="k" href="/k/FLFZ?from=feed">#FLFZ#</a><a class="k" href="/k/FLFZ%E5%A4%A9%E4%BD%BF%E4%B9%8B%E6%B3%AA?from=feed">#FLFZ天使之泪#</a><a class="k" href="/k/FLFZ%E6%8B%9B%E4%BB%A3%E7%90%86?from=feed">#FLFZ招代理#</a><a class="k" href="/k/FLFZ%E5%A5%B6%E6%B2%B9bb?from=feed">#FLFZ奶油bb#</a><a class="k" href="/k/%E5%BE%AE%E5%95%86?from=feed">#微商#</a><a class="k" href="/k/FLFZ%E4%B8%AD%E5%9B%BD%E5%A5%BD%E5%A3%B0%E9%9F%B3?from=feed">#FLFZ中国好声音#</a><a class="k" href="/k/%E4%B8%AD%E5%9B%BD%E5%A5%BD%E5%A3%B0%E9%9F%B3?from=feed">#中国好声音#</a><a class="k" href="/k/%E8%9C%9C%E4%B9%90%E5%84%BF%E6%8B%9B%E4%BB%A3%E7%90%86?from=feed">#蜜乐儿招代理#</a><a class="k" href="/k/%E8%9C%9C%E4%B9%90%E5%84%BF?from=feed">#蜜乐儿#</a><a class="k" href="/k/%E8%9C%9C%E4%B9%90%E5%84%BF%E6%99%93%E5%93%A5?from=feed">#蜜乐儿晓哥#</a>——晚安	1822754575	芙丽妃姿大区总代晓哥	iPhone 6 Plus	45分钟前	null	null	0	0	0	[6ca5070fjw1etf0ezf1mjj20qo0zk4qp,6ca5070fjw1etf0fabw5ej20qo0zk1kx]	FLFZ FLFZ天使之泪 FLFZ招代理 FLFZ奶油bb 微商 FLFZ中国好声音 中国好声音 蜜乐儿招代理 蜜乐儿 蜜乐儿晓哥
3857217369224150	逗逗逗儿！	1990959017	张萍jas	vivo Xplay3S	45分钟前	3857208066044459	null	0	0	0	[]	中国好声音
3791094196616147	//<a href="/n/Baby%E5%AE%B6%E6%97%8F_%E6%A5%9A%E6%A5%9A">@Baby家族_楚楚</a>:晚安 明天加油大家<i class="face face_3 icon_3">[赞]</i>	3921963684	Vin-sh	三星Galaxy SIII	2014-12-24 00:05	3791010331210625	3791080980047489	1	0	3	[]	中国好声音
3857217117995715	笑死我了<i class="face face_1 icon_19">[笑cry]</i>	3076276243	等待放假的君君	三星Galaxy Note3	46分钟前	3857208066044459	null	0	0	0	[]	中国好声音
3857217008831548	什么鬼？	2997500593	疯魔儿华清	百度浏览器	47分钟前	3857210717050822	null	0	0	0	[]	中国好声音
3857216623217983	转发微博	5233930872	郑祥东_	Android客户端	48分钟前	3857210717050822	null	0	0	1	[]	中国好声音
3855881282427199	<a class="k" href="/k/%E4%B8%AD%E5%9B%BD%E5%A5%BD%E5%A3%B0%E9%9F%B3?from=feed">#中国好声音#</a> <a href="/n/%E5%BC%A0%E7%A2%A7%E6%99%A8_">@张碧晨_</a> 《年轮》在粽子节里力压各种，在QQ音乐巅峰榜拿下第一名啦～鼓掌～～～撒花～～～<i class="face face_1 icon_27">[鼓掌]</i><i class="face face_1 icon_27">[鼓掌]</i><i class="face face_1 icon_27">[鼓掌]</i>	2819027752	中国好声音	iPhone 6	06-20 18:46	null	null	349	1742	689	[a806f328jw1etaqyftkkhj20hs0vkq4y]	中国好声音
3857216648243873	昆凌肚子这么大我想去看看<i class="face face_1 icon_18">[偷笑]</i>	3669178350	屌你个拉拉	UC浏览器电脑版	48分钟前	3857210717050822	null	0	0	0	[]	中国好声音
3857214345319091	看金星秀发现这个逗逼	1507281441	李小强是小墙	Android客户端	57分钟前	3857210717050822	null	0	0	1	[]	中国好声音
3492681949150858	画的真心像啊！<i class="face face_1 icon_27">[鼓掌]</i><i class="face face_1 icon_27">[鼓掌]</i><i class="face face_1 icon_27">[鼓掌]</i>	1288604907	金志文-GT	Weico.iPhone	2012-09-21 13:02	3492636251703319	null	666	256	7	[]	中国好声音
3857206439088001	新加坡的朋友们，<a href="/n/UFM1003sg">@UFM1003sg</a> 让你现场听见好声音！你最想听到<a href="/n/%E5%BC%B5%E5%BF%83%E5%82%91_%E5%BC%A0%E5%BF%83%E6%9D%B0">@張心傑_张心杰</a> 现场演唱以下哪一首歌曲，以及为什么？请赶快在6月25日早上7点前SMS &lt;MARK CHANG&gt;, &lt;姓名&gt;, &lt;身份证号码&gt;, 以及 &lt;歌曲 ＋ 原因&gt; 到 9717-1003，就有机会赢取两张<a class="k" href="/k/%E6%AC%A3%E5%85%89.%E9%9C%93%E5%9F%8E%E5%B7%A1%E5%9B%9E%E6%BC%94%E5%94%B1%E4%BC%9A2015?from=feed">#欣光.霓城巡回演唱会2015#</a>门票！<a class="k" href="/k/%E6%96%B0%E5%8A%A0%E5%9D%A1%E6%B4%BB%E5%8A%A8?from=feed">#新加坡活动#</a> <a class="k" href="/k/%E4%B8%AD%E5%9B%BD%E5%A5%BD%E5%A3%B0%E9%9F%B3?from=feed">#中国好声音#</a>	2086271645	张心杰后援团	微博 weibo.com	今天 10:32	null	null	0	0	3	[7c59fa9dgw1eteyudy0jwj20rs0rswgw]	欣光.霓城巡回演唱会2015 新加坡活动 中国好声音
3857215977337239	转发微博	5308943960	火龍丶	Android客户端	51分钟前	3857210717050822	null	0	0	0	[]	中国好声音
3857215796365576	这位选手你的梦想是什么<i class="face face_1 icon_4">[爱你]</i><a class="k" href="/k/%E4%B8%AD%E5%9B%BD%E5%A5%BD%E5%A3%B0%E9%9F%B3?from=feed">#中国好声音#</a>	1789174400	Rainbow_Saturday	小米Note	52分钟前	null	null	0	0	1	[6aa4a280jw1etf07zi37ij20b30godga]	中国好声音
3856898949918222	哈哈哈哈哈笑死我了 //<a href="/n/jay2u-%E7%A5%9D%E4%BC%9FWay">@jay2u-祝伟Way</a>:哈哈哈，扯了一堆 只为了话多。	3278806092	w巫木木	周杰伦的iPhone 6	06-23 14:10	3856893804180969	3856893934064950	152	25	189	[]	中国好声音
3857215310501088	哈哈这哥们很逗啊	1914728081	第欧根尼的牧童	荣耀6	54分钟前	3857210717050822	null	0	0	0	[]	中国好声音
3857041091204549	好声音录制现场空调太冷，我峰穿的正好，就是真累，录制巡演俩头忙，溃疡头痛也不知好了没？<i class="face face_2 icon_0">[悲伤]</i><i class="face face_2 icon_0">[悲伤]</i><i class="face face_1 icon_8">[泪]</i><i class="face face_1 icon_8">[泪]</i>	3440595980	越越1108	iPhone 6 Plus	06-23 23:35	3856923746857538	null	0	2	1	[]	中国好声音
3857207529944714	转发微博	3320112710	王晓磊-xiaolei	vivo智能手机	今天 10:36	3856923746857538	null	0	0	1	[]	中国好声音
3857214345321510	转发微博	2673866463	能亚前	iPhone客户端	57分钟前	3857210717050822	null	0	0	0	[]	中国好声音
3844632369098142	下一次再上这个舞台 希望是自己的个唱	5248080943	张碧晨官方粉丝后援会	iPhone 5s	05-20 17:47	3844623841697185	null	12	6	100	[]	中国好声音
3857214043595216	转发微博	3099583062	木子要安心	iPhone 6 Plus	今天 11:02	3856855354574007	null	0	0	0	[]	中国好声音 重要的事情要说三遍
3857213527064160	华少呢？他去哪了？？？	3059005863	小章1128	iPhone客户端	今天 11:00	3857210717050822	null	0	0	0	[]	中国好声音
3857213460458737	必须<a href="/n/%E9%87%91%E6%98%9F">@金星</a> 了，你助理出去放风了，快捉回去[脸红]不要谢我	3310330085	Y芝麻糊Na-World	Android	今天 11:00	3857210717050822	null	0	0	0	[]	中国好声音
3857213204569427	转发微博	3494710332	HW王十三	360安全浏览器	今天 10:59	3857210717050822	null	0	0	0	[]	中国好声音
3857213183421547	昆凌肚子那么大，我想去看看<i class="face face_1 icon_19">[笑cry]</i><i class="face face_1 icon_19">[笑cry]</i><i class="face face_1 icon_19">[笑cry]</i>	5208079759	杨异e	iPhone 5s	今天 10:59	3857210717050822	null	0	0	0	[]	中国好声音
3857210993917749	<i class="face face_1 icon_27">[鼓掌]</i><i class="face face_1 icon_27">[鼓掌]</i><i class="face face_1 icon_27">[鼓掌]</i>	5603178311	星嘉传媒	微博 weibo.com	今天 10:50	3857210717050822	null	0	1	0	[]	中国好声音
3857212915451474	转发微博	3494617397	Miracle张先生	360安全浏览器	今天 10:58	3857210717050822	null	0	0	0	[]	中国好声音
3857212781081334	深南真敢说，“昆凌肚子那么大，我想去看看”<i class="face face_1 icon_18">[偷笑]</i>	5056041744	高丹华同学	360安全浏览器	今天 10:57	3857210717050822	null	0	0	0	[]	中国好声音
3857212680026988	呵呵	2129051283	昼夜颠倒患者马小锐	iPhone客户端	今天 10:57	3857208066044459	null	0	0	0	[]	中国好声音
3857212437097488	小伙最后的话还是很中肯	3210345407	大嫂好好待伦叔	iPad mini	今天 10:56	3857210717050822	null	0	0	0	[]	中国好声音
3857212399580996	<i class="face face_1 icon_3">[哈哈]</i>	3287201373	如六月阳光般明媚	360安全浏览器	今天 10:56	3857208066044459	null	0	0	0	[]	中国好声音
3857211803207899	你是来捣乱的吧！！ [开心] [开心] [开心]	5617927753	爵爷-信仰飘扬	Android客户端	今天 10:53	3856893804180969	null	0	0	1	[]	中国好声音
3857185643905705	老汪，牵挂你的我期待着你更加精彩！<i class="face face_2 icon_24">[心]</i><i class="face face_3 icon_20">[给力]</i>[祈祷][祈祷][祈祷]	3192313751	TJ_品茗听雨	iPad mini	今天 09:09	3856923746857538	null	1	0	2	[]	中国好声音
3857212214311937	金星秀炒作太明显了，金老师要参加奇葩秀了，还开舞蹈专场了，沈楠也确实厉害	2088727833	L慧慧h	Android客户端	今天 10:55	3857208066044459	null	0	0	0	[]	中国好声音
3857211967172204	转发微博	3896068183	葡萄藤上的葫芦娃	iPhone客户端	今天 10:54	3857210717050822	null	0	0	0	[]	中国好声音
3857211938298487	南哥好牛逼<i class="face face_1 icon_18">[偷笑]</i>	1575628501	丽丽叫女王大人	微博 weibo.com	今天 10:54	3857210717050822	null	0	0	0	[]	中国好声音
3856629630170093	一路上有你 <a class="k" href="/k/%E4%B8%AD%E5%9B%BD%E5%A5%BD%E5%A3%B0%E9%9F%B3?from=feed">#中国好声音#</a>	2214677897	P0ppy_WanG	iPhone 6	06-22 20:20	null	null	0	4	5	[84014d89jw1etd4u1iivlj20hs0nqtd5,84014d89jw1etd4ufacx4j20hs0nqn26,84014d89jw1etd4ui0sc6j20hs0nqq78,84014d89jw1etd4u4ci65j20hs0nq0wd,84014d89jw1etd4uuiwzcj20hs0non38,84014d89jw1etd4uac97tj20hs0nqwje,84014d89jw1etd4ukqofgj20hs0nqn1s,84014d89jw1etd4uopum5j20nq0hs77l,84014d89jw1etd4tzvoivj20hs0nqn1m]	中国好声音
3857211393030244	先瞅瞅	1998506134	来自沈小白的赞	360安全浏览器	今天 10:52	3857210717050822	null	0	0	0	[]	中国好声音
3857211249809235	转发微博	1594296825	乙未荼墨	搜狗高速浏览器	今天 10:51	3857210717050822	null	0	0	0	[]	中国好声音
3857211136939509	<i class="face face_1 icon_5">[挖鼻]</i>别闹！<i class="face face_1 icon_19">[笑cry]</i>	1568841333	峰暴来临--怒放的生命	360安全浏览器	今天 10:51	3857210717050822	null	1	0	1	[]	中国好声音
3857211027146192	……	3977184492	大盗别闹	iPhone 6	今天 10:50	3857210717050822	null	0	0	0	[]	中国好声音
3857210809986053	转发微博	1481180165	锦鸡山麓	微博 weibo.com	今天 10:49	3857208066044459	null	0	0	0	[]	中国好声音
3856583656046121	马油皂又要上美丽俏佳人，敬请期待<a class="k" href="/k/%E4%BA%92%E7%B2%89?from=feed">#互粉#</a><a class="k" href="/k/%E5%94%B1%E5%90%A7?from=feed">#唱吧#</a><a class="k" href="/k/%E5%A5%94%E8%B7%91%E5%90%A7%E5%85%84%E5%BC%9F?from=feed">#奔跑吧兄弟#</a><a class="k" href="/k/%E4%B8%AD%E5%9B%BD%E5%A5%BD%E5%A3%B0%E9%9F%B3?from=feed">#中国好声音#</a><a class="k" href="/k/%E6%B5%99%E6%B1%9F%E5%8D%AB%E8%A7%86%E4%B8%A4%E7%94%9F%E8%8A%B1?from=feed">#浙江卫视两生花#</a><a class="k" href="/k/%E6%B5%99%E6%B1%9F%E5%8D%AB%E8%A7%86%E7%88%B8%E7%88%B8%E5%9B%9E%E6%9D%A5%E4%BA%86?from=feed">#浙江卫视爸爸回来了#</a><a class="k" href="/k/%E7%B2%89%E4%B8%9D%E7%BE%A4?from=feed">#粉丝群#</a>	2906884207	CBB女王妙宝宝	三星Galaxy Note II(白色)	06-22 17:17	null	null	0	0	2	[ad43886fjw1etczl2x1idj20f00qoaba,ad43886fjw1etczl3xzomj20hs0hs404]	互粉 唱吧 奔跑吧兄弟 中国好声音 浙江卫视两生花 浙江卫视爸爸回来了 粉丝群
3857210092381124	转发微博	1502300661	Sheena稀奇	微博搜索	今天 10:46	3857208066044459	null	0	0	0	[]	中国好声音
3857209617909036	转发微博	3238330210	Gandywsp	iPhone 6	今天 10:44	3857208066044459	null	0	0	0	[]	中国好声音
3857209408486647	转发微博	3224284453	DUFE会计人	Android客户端	今天 10:44	3857208066044459	null	0	0	0	[]	中国好声音
3857209244559563	好声音要开播了，求各位真·粉丝们别到处骂人给老周招黑。不是屁大点事都得跳出来在网上骂；有点素质，谢谢[祈祷]🏼<i class="face face_1 icon_1">[微笑]</i><a class="k" href="/k/%E4%B8%AD%E5%9B%BD%E5%A5%BD%E5%A3%B0%E9%9F%B3?from=feed">#中国好声音#</a><a class="k" href="/k/%E5%91%A8%E6%9D%B0%E4%BC%A6?from=feed">#周杰伦#</a>	1630678552	小海狸虐谁啊	iPhone 6	今天 10:43	null	null	0	0	0	[]	中国好声音 周杰伦
3857208968727895	转发微博	3525582654	sandcamilly	金立智能手机	今天 10:42	3857208066044459	null	0	0	0	[]	中国好声音
3857208817590506	转发微博	5319725176	杨周Johnmaneil	联想智能手机	今天 10:41	3857208066044459	null	0	0	0	[]	中国好声音
3857208712492609	转发微博	3977684198	你们是点人	iPhone	今天 10:41	3857208066044459	null	0	0	0	[]	中国好声音
3857208406693247	果然是金姐调教过的<i class="face face_1 icon_18">[偷笑]</i><i class="face face_1 icon_18">[偷笑]</i>	3316880582	陈威廉的萝卜糕	iPhone 6	今天 10:40	3857208066044459	null	0	1	0	[]	中国好声音
3856623976266564	<a class="k" href="/k/%E4%B8%AD%E5%9B%BD%E5%A5%BD%E5%A3%B0%E9%9F%B3?from=feed">#中国好声音#</a> 老耿<a href="/n/%E8%80%BF%E6%96%AF%E6%B1%89MOTOCYCLE">@耿斯汉MOTOCYCLE</a> 与赵传老师的会面。 “你的灵魂 你的眼眸 没有一刻不温柔” 真好<i class="face face_2 icon_24">[心]</i><i class="face face_2 icon_24">[心]</i><i class="face face_2 icon_24">[心]</i>让千百双手在眼前挥舞，让人群被深深的打动。向赵传老师致敬，向老耿鼓掌<i class="face face_3 icon_9">[haha]</i><i class="face face_3 icon_9">[haha]</i><i class="face face_3 icon_9">[haha]</i>	2819027752	中国好声音	iPhone 6	06-22 19:57	3856617777173945	null	76	71	462	[]	中国好声音
3855470115126952	<a class="k" href="/k/%E4%B8%AD%E5%9B%BD%E5%A5%BD%E5%A3%B0%E9%9F%B3?from=feed">#中国好声音#</a> <a href="/n/%E6%9D%8E%E5%98%89%E6%A0%BC_">@李嘉格_</a> 近日参加了央视某节目的录制。前不久刚发行个人首支单曲《落叶花瓣带着你》<a data-url="http://t.cn/R2alSSX" href="http://www.xiami.com/song/1774368535?ep=Cnh1VlvKM%2C2819027752%2CCnh1VlvKM%2C2819027752" class="btn btn-normal btn-surl"><i class="iconimg iconimg-xxs"><img src="http://u1.sinaimg.cn/upload/2014/10/16/timeline_card_small_music_default.png"></i><span class="surl-text">落叶花瓣带着你</span></a> 并在各大榜单取得不俗成绩的格格，这次参加节目又显露了一番自己的“优等生”特质。带病录制的她不仅表现专业，更为观众献唱《阿楚姑娘》、《姐妹》、《一个像夏天一个像秋天 》～	2819027752	中国好声音	iPhone 6	06-19 15:32	null	null	29	20	313	[a806f328jw1et9fpow44mj20qo0zkacq,a806f328jw1et9fpoh7hpj20k00qo3zr,a806f328jw1et9fpsk6kqj22io1w0b29,a806f328jw1et9fpv9d7kj241s31c1kz,a806f328jw1et9fpwh4atj20zk0qngxm]	中国好声音
3857208041694014	【反馈💕】璐熙可，这个夏天不愿意将就！美女要做芬芳女人🙋🏻🙋🏻<a class="k" href="/k/%E7%92%90%E7%86%99%E5%8F%AF?from=feed">#璐熙可#</a><a class="k" href="/k/%E4%B8%AD%E5%9B%BD%E5%A5%BD%E5%A3%B0%E9%9F%B3?from=feed">#中国好声音#</a><a class="k" href="/k/%E7%92%90%E7%86%99%E5%8F%AF?from=feed">#璐熙可#</a><a class="k" href="/k/%E8%8A%99%E4%B8%BD%E5%A6%83%E8%B5%84?from=feed">#芙丽妃资#</a>	1856427180	FLFz芙丽妃姿--玲酱	iPhone 6	今天 10:38	null	null	0	0	0	[6ea6d4acjw1etezbxc49ij20ku0rsq55,6ea6d4acjw1etezby50kqj20ku0rsacu,6ea6d4acjw1etezbywcbzj20ku0ku0uy,6ea6d4acjw1etezbzkuaaj20ku0rsdho,6ea6d4acjw1etezc07cqfj20ku0rsjt6,6ea6d4acjw1etezc1ht4mj20ku0rsdio,6ea6d4acjw1etezbwcj7xj20ku0rs0vv]	璐熙可 中国好声音 芙丽妃资
3854027865708349	<a class="k" href="/k/%E4%B8%AD%E5%9B%BD%E5%A5%BD%E5%A3%B0%E9%9F%B3?from=feed">#中国好声音#</a>总冠军<a href="/n/%E5%BC%A0%E7%A2%A7%E6%99%A8_">@张碧晨_</a> 倾情献声古装玄幻仙侠剧《花千骨》唯美古风单曲 《年轮》今日正式发布。张碧晨声音中蕴藏的凄美感融合她的韩式抒情演唱风格，令人耳目一新，整首歌传达给听众“世间最毒的仇恨,是有缘却无分”的忧伤感，令观众不禁想起剧中美好却绝望的爱情。速来试听 <a data-url="http://t.cn/R2H4Kfo" href="http://m.weibo.cn/p/index?containerid=10151501_2862795&ep=CmFvInX09%2C2819027752%2CCmFvInX09%2C2819027752" class="btn btn-normal btn-surl"><i class="iconimg iconimg-xxs"><img src="http://u1.sinaimg.cn/upload/2014/10/16/timeline_card_small_music_default.png"></i><span class="surl-text">年轮</span></a>	2819027752	中国好声音	360安全浏览器	06-15 16:01	null	null	233	177	858	[a806f328gw1et4u0uiw9mj20fa0lfwib,a806f328gw1et4u0vx2x4j20iz0sgtdg,a806f328gw1et4u0xgeerj20sg0izdla]	中国好声音
3856914838946900	<a href="/n/%E5%B0%8F%E8%8D%89%E8%8E%93%E7%88%B1%E5%B0%8F%E8%8A%B1%E7%94%9F">@小草莓爱小花生</a> 	1916582805	小花生爱小草莓	iPhone 6	06-23 15:13	3856914763370991	null	0	1	0	[]	中国好声音
3855038533640010	<a class="k" href="/k/%E9%82%93%E8%B6%85%E5%87%BA%E8%BD%A8?from=feed">#邓超出轨#</a> 一大早听说微博又因为邓超出轨被刷爆了，可这又关我们什么事呢，还是告诉你们<a class="k" href="/k/%E4%B8%AD%E5%9B%BD%E5%A5%BD%E5%A3%B0%E9%9F%B3?from=feed">#中国好声音#</a> 盲选录制开始，想第一时间拿到现场录制门票，近距离接触好男人周杰伦并不是问题！！！关注我们并转发此微博就有机会得到门票哦~<i class="face face_3 icon_22">[围观]</i><i class="face face_3 icon_22">[围观]</i><i class="face face_3 icon_22">[围观]</i>	5154119247	活动达人app	微博 weibo.com	06-18 10:57	null	null	1	2	2	[]	邓超出轨 中国好声音
3857206958891934	昆凌肚子那么大、我想去看看<i class="face face_1 icon_3">[哈哈]</i><i class="face face_1 icon_3">[哈哈]</i><i class="face face_1 icon_3">[哈哈]</i> //<a href="/n/Allons_Y_sweetie">@Allons_Y_sweetie</a>:WIFI<i class="face face_1 icon_8">[泪]</i>我要WIFI看杰伦啊妈的<i class="face face_1 icon_8">[泪]</i>//<a href="/n/w%E5%B7%AB%E6%9C%A8%E6%9C%A8">@w巫木木</a>:哈哈哈哈哈笑死我了 //<a href="/n/jay2u-%E7%A5%9D%E4%BC%9FWay">@jay2u-祝伟Way</a>:哈哈哈，扯了一堆 只为了话多。	3953820120	阿啦平平__Li	iPhone客户端	今天 10:34	3856893804180969	3856917036718994	0	0	0	[]	中国好声音
3857206665193779	<i class="face face_2 icon_24">[心]</i><i class="face face_2 icon_24">[心]</i>期待<a class="k" href="/k/%E5%81%B6%E5%83%8F%E6%9D%A5%E4%BA%86?from=feed">#偶像来了#</a> <a class="k" href="/k/%E4%B8%AD%E5%9B%BD%E5%A5%BD%E5%A3%B0%E9%9F%B3?from=feed">#中国好声音#</a>	5379473251	嘀嘀滴凯宝大人	搜狗高速浏览器	今天 10:33	3857205013506308	null	0	0	0	[]	偶像来了 中国好声音 星星的密室2 爸爸去哪儿3 中国好声音4 真心英雄 我去上学啦 蒙面歌王 偶像来了 十二道锋味2
3857188588586755	//<a href="/n/TJ_%E5%93%81%E8%8C%97%E5%90%AC%E9%9B%A8">@TJ_品茗听雨</a>: 老汪，牵挂你的我期待着你更加精彩！<i class="face face_2 icon_24">[心]</i><i class="face face_3 icon_20">[给力]</i>	1568841333	峰暴来临--怒放的生命	360安全浏览器	今天 09:21	3856923746857538	3857185643905705	0	0	3	[]	中国好声音
3857205940016870	期待<a class="k" href="/k/%E5%81%B6%E5%83%8F%E6%9D%A5%E4%BA%86?from=feed">#偶像来了#</a>   <a class="k" href="/k/%E4%B8%AD%E5%9B%BD%E5%A5%BD%E5%A3%B0%E9%9F%B3?from=feed">#中国好声音#</a><i class="face face_1 icon_12">[可爱]</i>	5322197439	庞晓敏61524	OPPO智能手机	今天 10:30	3857205013506308	null	0	0	1	[]	偶像来了 中国好声音 星星的密室2 爸爸去哪儿3 中国好声音4 真心英雄 我去上学啦 蒙面歌王 偶像来了 十二道锋味2
