Some(3854868588740179	<a class="k" href="/k/%E4%B8%AD%E5%9B%BD%E5%A5%BD%E5%A3%B0%E9%9F%B3%E5%91%A8%E6%9D%B0%E4%BC%A6?from=feed">#中国好声音周杰伦#</a><a class="k" href="/k/%E4%B8%AD%E5%9B%BD%E5%A5%BD%E5%A3%B0%E9%9F%B3?from=feed">#中国好声音#</a>『快讯』<a class="k" href="/k/%E5%91%A8%E6%9D%B0%E4%BC%A6?from=feed">#周杰伦#</a>今晚收了四位学员，其中有一位跟大导演李安重名的澳大利亚华裔，在今天的录制中获得4转，问：你的梦想是什么？答：我选周杰伦。。	1949176623	小周周全国后援会	红米Note	06-17 23:42	null	null	4	1	9	[742e132fjw1et7inj5iwnj20no0vkdhy]	中国好声音周杰伦 中国好声音 周杰伦
3856278869004163	<a class="k" href="/k/%E5%BC%A0%E7%A2%A7%E6%99%A8?from=feed">#张碧晨#</a> [爱心]️ <a href="/n/%E5%BC%A0%E7%A2%A7%E6%99%A8_">@张碧晨_</a> [1]️20150621安徽淮南演唱会预览9p 宝宝今晚好棒 台下路人观众直接转粉大喊“张碧晨！” [飞吻][飞吻]比我们还要大声儿 <a class="k" href="/k/%E7%A2%A7%E4%B8%BA%E6%99%A8%E7%8B%82?from=feed">#碧为晨狂#</a>  加油！加油！加油！今晚跟台下观众say hi开心嘛 摆手开心嘛 [赞啊][赞啊][赞啊] <a class="k" href="/k/%E4%B8%AD%E5%9B%BD%E5%A5%BD%E5%A3%B0%E9%9F%B3?from=feed">#中国好声音#</a>	5460589901	碧为晨狂BWCK		06-21 21:06	null	null	127	48	141	[005Xy4SFjw1etc0ltp2zhj32io1w0b29,005Xy4SFjw1etc0lxm7d3j32io1w0b29,005Xy4SFjw1etc0m0sujxj32io1w0e81,005Xy4SFjw1etc0m34olsj32io1w07ra,005Xy4SFjw1etc0ll520zj32io1w0b29,005Xy4SFjw1etc0m5fv86j32io1w04qp,005Xy4SFjw1etc0m7xs6nj32io1w0b29,005Xy4SFjw1etc0maecqij32io1w07wh,005Xy4SFjw1etc0mcyrajj32io1w07wh]	张碧晨 碧为晨狂 中国好声音
3856926247135390	[好棒][瞧瞧]老板辛苦了～[好棒][瞧瞧]	1670338410	汪峰官网	iPhone 6	06-23 15:58	3856923746857538	null	9	18	84	[]	中国好声音
3857204757422326	<i class="face face_1 icon_22">[酷]</i><i class="face face_1 icon_22">[酷]</i>杰伦你话还是不多啊[笑哈哈][笑哈哈]	2340574347	蔡晓霖super-lin	iPhone客户端	今天 10:25	3856919091663973	null	0	0	0	[]	中国好声音
3856193480725697	今天！跟爸爸说爱你了吗？[羞嗒嗒][羞嗒嗒][羞嗒嗒]<a class="k" href="/k/%E4%B8%AD%E5%9B%BD%E5%A5%BD%E5%A3%B0%E9%9F%B3?from=feed">#中国好声音#</a>快来秀出你们私下与爸爸的酷炫对话吧～～	2819027752	中国好声音	iPhone 6	06-21 15:27	3856136447374007	null	7	13	246	[]	中国好声音
3856557601165015	<a class="k" href="/k/%E7%8E%8B%E5%8A%9B%E5%AE%8F%E8%A1%AC%E8%A1%AB?from=feed">#王力宏衬衫#</a><a class="k" href="/k/%E7%8E%8B%E5%8A%9B%E5%AE%8F?from=feed">#王力宏#</a>好不容易上一次热搜，赶紧卖安利<i class="face face_1 icon_20">[doge]</i><i class="face face_1 icon_20">[doge]</i>	2733281832	力宏就是二哥	Android客户端	06-22 15:34	3618786982352785	null	2	0	6	[]	王力宏衬衫 王力宏 中国好声音
3857202752756749	<a class="k" href="/k/%E7%8E%8B%E5%8A%9B%E5%AE%8F?from=feed">#王力宏#</a>	2837129474	囧囧灯	Android	今天 10:17	3618786982352785	null	0	0	0	[]	王力宏 中国好声音
3857002164372098	<a class="k" href="/k/%E4%B8%AD%E5%9B%BD%E5%A5%BD%E5%A3%B0%E9%9F%B3?from=feed">#中国好声音#</a> 惊喜总是来的太突然 今天去参与了好声音录制 跟杰伦十米之内面对面 跟电视上一样帅 笑起来好迷人<i class="face face_1 icon_9">[馋嘴]</i> high完这一场 明天就要报道实习了 收心 认真对待 加油	1921765881	一时半会儿想不出好的微博名	iPhone 6	06-23 21:00	null	null	0	2	3	[728bd1f9jw1etebovtrodj22io1w01ky]	中国好声音
3857201947425304	//<a href="/n/%E4%B8%AD%E5%9B%BD%E5%A5%BD%E5%A3%B0%E9%9F%B3">@中国好声音</a>: 果然小蛮腰Momo要不能停<i class="face face_1 icon_20">[doge]</i><i class="face face_1 icon_20">[doge]</i><i class="face face_1 icon_20">[doge]</i><a class="k" href="/k/%E4%B8%AD%E5%9B%BD%E5%A5%BD%E5%A3%B0%E9%9F%B3?from=feed">#中国好声音#</a> //<a href="/n/%E5%90%B4%E8%8E%AB%E6%84%81Momo-">@吴莫愁Momo-</a>:然而聪明的我早已看穿一切！破罐破摔！模仿自己！让吐槽来的更猛烈！ 纯腐竹是真的<i class="face face_2 icon_24">[心]</i>	2943159702	心跳给你一半521	微博 weibo.com	今天 10:14	3856815903522786	3856883142018369	0	0	0	[]	中国好声音
3856930290607016	昆凌肚子那么大我想去看看<i class="face face_1 icon_19">[笑cry]</i><i class="face face_1 icon_19">[笑cry]</i> //<a href="/n/w%E5%B7%AB%E6%9C%A8%E6%9C%A8">@w巫木木</a>:哈哈哈哈哈笑死我了 //<a href="/n/jay2u-%E7%A5%9D%E4%BC%9FWay">@jay2u-祝伟Way</a>:哈哈哈，扯了一堆 只为了话多。	2723517665	用户蘇	iPhone客户端	06-23 16:15	3856893804180969	3856898949918222	0	0	0	[]	中国好声音
3857200688931553	哈哈哈哈，什么鬼！<a class="k" href="/k/%E4%B8%AD%E5%9B%BD%E5%A5%BD%E5%A3%B0%E9%9F%B3?from=feed">#中国好声音#</a><a class="k" href="/k/%E8%87%B4%E9%9D%92%E6%98%A5%E5%B0%B1%E6%98%AF%E8%87%B4%E5%91%A8%E6%9D%B0%E4%BC%A6?from=feed">#致青春就是致周杰伦#</a>	1884431092	xiao-jaycn	iPhone客户端	今天 10:09	3856894668327999	null	0	0	0	[]	中国好声音 致青春就是致周杰伦 周董
3739069777323078	【<a class="k" href="/k/%E4%B8%AD%E5%9B%BD%E5%A5%BD%E5%A3%B0%E9%9F%B3?from=feed">#中国好声音#</a>第三期精彩回顾】1陈冰《盛夏光年》<a data-url="http://t.cn/RPxMKV7" href="http://video.sina.com.cn/p/ent/z/y/2014-08-01/213264084365.html?ep=BgonLuJ4a%2C1642591402%2CBgonLuJ4a%2C1642591402" class="btn btn-normal btn-surl"><i class="iconimg iconimg-xxs"><img src="http://u1.sinaimg.cn/upload/2014/10/16/timeline_card_small_video_default.png"></i><span class="surl-text">视频：中国好声音 陈冰《盛夏光年》</span></a> 开开《你要的爱》<a data-url="http://t.cn/RPxxPdQ" href="http://video.sina.com.cn/p/ent/z/y/2014-08-01/214064084369.html?ep=BgonLuJ4a%2C1642591402%2CBgonLuJ4a%2C1642591402" class="btn btn-normal btn-surl"><i class="iconimg iconimg-xxs"><img src="http://u1.sinaimg.cn/upload/2014/10/16/timeline_card_small_video_default.png"></i><span class="surl-text">视频：中国好声音 开开《你要的爱》</span></a> 陈乐基《月半小夜曲》<a data-url="http://t.cn/RPxxOhZ" href="http://video.sina.com.cn/p/ent/z/y/2014-08-01/215264084377.html?ep=BgonLuJ4a%2C1642591402%2CBgonLuJ4a%2C1642591402" class="btn btn-normal btn-surl"><i class="iconimg iconimg-xxs"><img src="http://u1.sinaimg.cn/upload/2014/10/16/timeline_card_small_video_default.png"></i><span class="surl-text">视频：中国好声音 陈乐基《月半小夜曲》</span></a> 耿斯汉《美丽世界的孤儿》<a data-url="http://t.cn/RPxJCs1" href="http://video.sina.com.cn/p/ent/z/y/2014-08-01/220864084387.html?ep=BgonLuJ4a%2C1642591402%2CBgonLuJ4a%2C1642591402" class="btn btn-normal btn-surl"><i class="iconimg iconimg-xxs"><img src="http://u1.sinaimg.cn/upload/2014/10/16/timeline_card_small_video_default.png"></i><span class="surl-text">视频：中国好声音 耿斯汉美丽世界的孤儿</span></a> 帕尔哈提《你怎么舍得我难过》<a data-url="http://t.cn/RPxXCFD" href="http://video.sina.com.cn/p/ent/z/y/2014-08-01/230564084407.html?ep=BgonLuJ4a%2C1642591402%2CBgonLuJ4a%2C1642591402" class="btn btn-normal btn-surl"><i class="iconimg iconimg-xxs"><img src="http://u1.sinaimg.cn/upload/2014/10/16/timeline_card_small_video_default.png"></i><span class="surl-text">视频：中国好声音 帕尔哈提你怎么舍得我难过</span></a> 昨晚没看过瘾的再来回味一下吧！ <i class="face face_3 icon_5">[good]</i>	1642591402	新浪娱乐	微博 weibo.com	2014-08-02 10:39	null	null	1618	876	1582	[61e7f4aajw1eiy3c1x8tuj20c8085q36,61e7f4aajw1eiy3c20fspj20c8085jrl,61e7f4aajw1eiy3c25snzj20c8085aa8,61e7f4aajw1eiy3c28kx1j20c80850t2,61e7f4aajw1eiy3c2cx1aj20c8085dg2]	中国好声音
3837803882306749	今天的中国好声音贵阳站现场。<a class="k" href="/k/%E4%B8%AD%E5%9B%BD%E5%A5%BD%E5%A3%B0%E9%9F%B3?from=feed">#中国好声音#</a> <a data-url="http://t.cn/RwTYuuZ" href="http://m.weibo.cn/p/index?containerid=100101106.725403_26.620399&ep=CfRs09G5D%2C2330667837%2CCfRs09G5D%2C2330667837" class="btn btn-normal btn-surl"><i class="iconimg iconimg-xxs"><img src="http://u1.sinaimg.cn/upload/2014/10/16/timeline_card_small_location_default.png"></i><span class="surl-text">知行路</span></a>	2330667837	---如果_ting	iPhone 5s	05-01 21:33	null	null	2	6	2	[8aeb2b3djw1erp2rmrsj4j20hs4fc1kx,8aeb2b3djw1erp2rqs0etj20hs4fc1kx,8aeb2b3djw1erp2rhuvxoj20hs4fc1kx,8aeb2b3djw1erp2rvy9y0j20hs4fcb22,8aeb2b3djw1erp2s5ihy4j20hs4fc1kx,8aeb2b3djw1erp2s11fxqj20hs4fc1kx,8aeb2b3djw1erp2sbe6kmj20hs4fc4qp,8aeb2b3djw1erp2skoohij20hs4fc4qp,8aeb2b3djw1erp2srkem1j20hs4fc1kx]	中国好声音
3857198993981912	谢谢小编的辛苦！	1787468865	爱潜水的小神仙	三星	今天 10:02	3856880076563816	null	0	0	0	[]	中国好声音
3854498432853488	小公举吃醋了<i class="face face_1 icon_2">[嘻嘻]</i>	5144857595	当官的竹马	Android客户端	06-16 23:11	3854469659610474	null	0	1	1	[]	中国好声音
3831804182311200	新的一天继续加把劲！早安大家！<a class="k" href="/k/%E4%B8%AD%E5%9B%BD%E5%A5%BD%E5%A3%B0%E9%9F%B3?from=feed">#中国好声音#</a>	2819027752	中国好声音	iPhone 6	04-15 08:12	3831714704736613	null	15	3	178	[]	
3857197073619629	<a class="k" href="/k/%E4%B8%AD%E5%9B%BD%E5%A5%BD%E5%A3%B0%E9%9F%B3?from=feed">#中国好声音#</a>四位导师最新海报看起来好欢乐啊~<a class="k" href="/k/%E6%9D%9C%E6%AF%94%E7%8E%AF%E7%BB%95%E5%A3%B0?from=feed">#杜比环绕声#</a>家庭影院都已经备好了，超级夯的音效，就等好声音来袭！	2090570054	杜比Dolby	360安全浏览器	今天 09:55	3854318400772876	null	0	0	1	[]	中国好声音 杜比环绕声
3857196813603211	<a class="k" href="/k/%E4%BD%99%E6%9E%ABHandsup?from=feed">#余枫Handsup#</a> <a class="k" href="/k/%E8%B5%9B%E8%BD%A6%E6%89%8B%E4%BD%99%E6%9E%AB?from=feed">#赛车手余枫#</a> 就是这么霸气这么酷<i class="face face_3 icon_3">[赞]</i>	3053884921	为你而枫是我	微博 weibo.com	今天 09:54	3856880076563816	null	0	0	0	[]	余枫Handsup 赛车手余枫 中国好声音
3857196763228551	 //<a href="/n/w%E5%B7%AB%E6%9C%A8%E6%9C%A8">@w巫木木</a>:哈哈哈哈哈笑死我了 //<a href="/n/jay2u-%E7%A5%9D%E4%BC%9FWay">@jay2u-祝伟Way</a>:哈哈哈，扯了一堆 只为了话多。	1736070062	浅白色D小妞	iPhone 5s	今天 09:53	3856893804180969	3856898949918222	0	0	0	[]	中国好声音
3855788206183941	【<a class="k" href="/k/%E4%B8%AD%E5%9B%BD%E5%A5%BD%E5%A3%B0%E9%9F%B3?from=feed">#中国好声音#</a>首播延后<i class="face face_3 icon_23">[话筒]</i>】第四季好声音由于首批学员录制结束后质量太不理想，原本今年不做盲选的章俪团队被临时受命做加录，节目的首播时间也由7/10往后延时一个星期，改为7/17播出。<a href="/n/%E7%81%AF%E7%81%AFHOHO">@灯灯HOHO</a>	2782682084	卫视大揭秘	iPhone	06-20 12:36	null	null	12	32	65	[a5dc5be4jw1etag9qkmhzj20fn0m8jth]	中国好声音
3857196406667259	[哆啦A梦微笑][哆啦A梦微笑]	3053884921	为你而枫是我	微博 weibo.com	今天 09:52	3856880076563816	null	0	0	0	[]	中国好声音
3857195785872322	期待//<a href="/n/%E6%B2%90QiaoYi">@沐QiaoYi</a>:太棒了//<a href="/n/%E9%B9%BF%E5%A7%9D">@鹿姝</a>:<a class="k" href="/k/%E5%A5%94%E8%B7%91%E5%90%A7%E5%85%84%E5%BC%9F%E7%AC%AC%E4%B8%89%E5%AD%A3?from=feed">#奔跑吧兄弟第三季#</a>期待[羞嗒嗒]	5178250134	M鹿嘉嘉M	酷派大神	今天 09:50	3848177733951216	3857147601581466	0	0	0	[]	奔跑吧兄弟第三季 奔跑吧兄弟 中国好声音
3857195576239027	今早偷懒了，9点才过来，先照镜子臭美一下，比比谁美<i class="face face_1 icon_19">[笑cry]</i><i class="face face_1 icon_19">[笑cry]</i><i class="face face_1 icon_19">[笑cry]</i><a class="k" href="/k/%E4%B8%AD%E5%9B%BD%E5%A5%BD%E5%A3%B0%E9%9F%B3?from=feed">#中国好声音#</a><a class="k" href="/k/%E6%AC%A2%E4%B9%90%E5%96%9C%E5%89%A7%E4%BA%BA?from=feed">#欢乐喜剧人#</a>	5393893088	幂姿思埠总代小鱼	魅族 MX4 Pro	今天 09:49	null	null	0	0	0	[005T2dZCjw1etexva133lj30gp0m8gnm,005T2dZCjw1etexva9zutj30gb0ha75n,005T2dZCjw1etexvajztwj30hs0hsta7,005T2dZCjw1etexvay69mj30xf18gdkw,005T2dZCjw1etexvbasfdj30k20zkq4w,005T2dZCjw1etexvbqdeyj30qo0zkq4o,005T2dZCjw1etexvc3nvdj30qo0zkdhx]	中国好声音 欢乐喜剧人
3857195299093254	<a class="k" href="/k/%E4%B8%AD%E5%9B%BD%E5%A5%BD%E5%A3%B0%E9%9F%B3?from=feed">#中国好声音#</a> 昆凌肚子那么大，我想去看看<i class="face face_1 icon_3">[哈哈]</i><i class="face face_1 icon_3">[哈哈]</i><i class="face face_1 icon_3">[哈哈]</i>	1944438291	娜样纯白的爱恋	360安全浏览器	今天 09:48	3856892340364569	null	0	0	1	[]	中国好声音 中国好声音周杰伦
3857030576229866	<a class="k" href="/k/%E4%B8%AD%E5%9B%BD%E5%A5%BD%E5%A3%B0%E9%9F%B3?from=feed">#中国好声音#</a>他是猴子请来的救兵吗？<a class="k" href="/k/%E5%91%A8%E6%9D%B0%E4%BC%A6?from=feed">#周杰伦#</a><i class="face face_1 icon_19">[笑cry]</i><i class="face face_1 icon_19">[笑cry]</i> <a data-url="http://t.cn/R2Bs5cG" href="http://video.sina.com.cn/p/ent/z/y/2015-06-23/092565028815.html?wm=3049_0012_a111&amp;amp;amp;from=qudao&ep=CnVCNq8FI%2C2629537835%2CCnVCNq8FI%2C2629537835" class="btn btn-normal btn-surl"><i class="iconimg iconimg-xxs"><img src="http://u1.sinaimg.cn/upload/2014/10/16/timeline_card_small_video_default.png"></i><span class="surl-text">视频：《好声音4》主持人沈南获周董哈林转身</span></a>	2629537835	周杰伦山东聊城歌迷会	OPPO智能手机	06-23 22:53	null	null	0	1	2	[]	中国好声音 周杰伦
3857194175429888	<a class="k" href="/k/%E4%B8%AD%E5%9B%BD%E5%A5%BD%E5%A3%B0%E9%9F%B3?from=feed">#中国好声音#</a><a class="k" href="/k/%E5%AE%9D%E5%AE%9D%E5%A5%BD%E5%A3%B0%E9%9F%B3?from=feed">#宝宝好声音#</a>，迷你的体型，配置储物盒，方便携带。给孩子玩儿，记录<a class="k" href="/k/%E5%AE%9D%E5%AE%9D?from=feed">#宝宝#</a>最童真的声音。I_want_you <a data-url="http://t.cn/R2d7diP" href="http://weibo.cn/sinaurl?u=http%3A%2F%2Fwww.dingshops.com%2Fdengta_mobile%2Fsell-worth%2Fworth-share.html%3Fpid%3D24514187%26shop_id%3D81622%26dp_id%3D541%26r%3D0.2625410419423133&ep=CnZSFmMyQ%2C3932509835%2CCnZSFmMyQ%2C3932509835" class="btn btn-normal btn-surl"><i class="iconimg iconimg-xxs"><img src="http://u1.sinaimg.cn/upload/2014/10/16/timeline_card_small_web_default.png"></i><span class="surl-text">网页链接</span></a>	3932509835	淘众福雪狼军团运营部	分享按钮	今天 09:43	null	null	0	0	0	[ea65568bjw1etexqrn2lej208c08cq2u]	中国好声音 宝宝好声音 宝宝
3857153360520061	新加坡的朋友和粉絲们，收听<a href="/n/UFM1003sg">@UFM1003sg</a> 电台的《茶于饭后》&amp;《夜晚最有Feel》节目，并参与空中游戏，就有机会赢取由 Ideology Concept Pte Ltd 送出的<a class="k" href="/k/%E6%AC%A3%E5%85%89.%E9%9C%93%E5%9F%8E%E5%B7%A1%E5%9B%9E%E6%BC%94%E5%94%B1%E4%BC%9A2015?from=feed">#欣光.霓城巡回演唱会2015#</a>的入门票！收听地址: <a data-url="http://t.cn/R74O1ot" href="http://weibo.cn/sinaurl?u=http%3A%2F%2Fplayers.radioactive.sg%2Fsph%2Fpublic%2Fufm1003%2F&ep=CnYOQ2bi5%2C2086271645%2CCnYOQ2bi5%2C2086271645" class="btn btn-normal btn-surl"><i class="iconimg iconimg-xxs"><img src="http://u1.sinaimg.cn/upload/2014/10/16/timeline_card_small_web_default.png"></i><span class="surl-text">网页链接</span></a> <a class="k" href="/k/%E6%96%B0%E5%8A%A0%E5%9D%A1%E6%B4%BB%E5%8A%A8?from=feed">#新加坡活动#</a> <a class="k" href="/k/%E4%B8%AD%E5%9B%BD%E5%A5%BD%E5%A3%B0%E9%9F%B3?from=feed">#中国好声音#</a> <i class="face face_3 icon_4">[耶]</i><i class="face face_3 icon_23">[话筒]</i><i class="face face_3 icon_22">[围观]</i><i class="face face_3 icon_20">[给力]</i>	2086271645	张心杰后援团	微博 weibo.com	今天 07:01	null	null	0	0	4	[7c59fa9dgw1eteskelc9rj20h709odi5]	欣光.霓城巡回演唱会2015 新加坡活动 中国好声音
3856930990795890	 男神！	3592502534	WFhoney珂	iPhone 6	06-23 16:17	3856923746857538	null	0	0	2	[]	中国好声音
3852258796582250	<a class="k" href="/k/%E4%B8%AD%E5%9B%BD%E5%A5%BD%E5%A3%B0%E9%9F%B3?from=feed">#中国好声音#</a><a class="k" href="/k/%E5%98%89%E5%85%B4%E5%AD%A6%E9%99%A2?from=feed">#嘉兴学院#</a>玩嗨了我们学校！就是这么牛！帮嘉兴学院上头条！哇哈哈哈哈哈<a href="/n/gAO-%E5%AE%81%E4%B8%8D%E5%AE%81">@gAO-宁不宁</a> <a href="/n/%E8%87%A7%E5%A4%A7%E5%B8%86">@臧大帆</a> <a href="/n/%E6%9C%B1%E7%BE%8E%E5%91%B3">@朱美味</a> <a href="/n/Donquixot_">@Donquixot_</a> <a href="/n/lingmissing">@lingmissing</a> <a href="/n/%E6%A2%A6%E5%B0%8F%E5%B8%85222">@梦小帅222</a> <a href="/n/%E6%98%AF%E6%97%B6%E5%80%99%E5%85%A5%E6%B1%9F%E6%B9%96%E4%BA%86">@是时候入江湖了</a> 	1840293420	M_濛仔	iPhone 6	06-10 18:52	3852235161372439	null	8	2	3	[]	中国好声音 嘉兴学院 毕业季 我们毕业啦 嘉兴学院
3856966651012695	我男神我女神<i class="face face_2 icon_24">[心]</i>	5460159147	尹见钟情吧官博	360安全浏览器	06-23 18:39	3851869934156722	null	1	1	15	[]	华晨宇 金钟国 星动亚洲 爸爸去哪儿 中国好声音 张杰 陈学冬 郑元畅 真心英雄 钟汉良我去上学啦 报告教练郑秀妍 偶像来了 挑战者联盟 蒙面歌王 女神的新衣 尹恩惠
3854486965570459	哈哈哈哈哈哈哈哈哈哈哈	1929948797	气场强大难以近身	iPhone客户端	06-16 22:26	3854469659610474	null	0	0	1	[]	中国好声音
3855161711288185	我喜欢第二张 //<a href="/n/%E5%B0%8F%E5%B8%8Clemon">@小希lemon</a>:谦虚真乖	1929948797	气场强大难以近身	iPhone客户端	06-18 19:07	3855151041718849	3855154195821814	0	0	2	[]	中国好声音
3733841183686108	回复<a href="/n/%E5%88%98%E5%80%A9tracy">@刘倩tracy</a>:倩倩木马<i class="face face_1 icon_4">[爱你]</i><i class="face face_1 icon_4">[爱你]</i><i class="face face_1 icon_4">[爱你]</i>我是亲妈！我都开小号刷啦[向右]<a href="/n/karry%E6%B1%AA">@karry汪</a> <i class="face face_1 icon_12">[可爱]</i>	1768685580	萨库日兀瓦	iPhone客户端	2014-07-19 00:22	3733773768171091	3733774766576939	0	3	1	[]	中国好声音 TFBOYS也是中国好声音
3857139775146209	跟看演唱会的感觉很不一样[萌神奥莉]以前看演唱会看的都是大屏幕<i class="face face_1 icon_8">[泪]</i>这次是清清楚楚看人看脸听他说话<i class="face face_1 icon_8">[泪]</i>近距离<i class="face face_1 icon_8">[泪]</i>感动死我<i class="face face_1 icon_8">[泪]</i>第一次感受到在嘉兴上学的福利<i class="face face_1 icon_8">[泪]</i><a class="k" href="/k/%E5%91%A8%E6%9D%B0%E4%BC%A6?from=feed">#周杰伦#</a><a class="k" href="/k/%E4%B8%AD%E5%9B%BD%E5%A5%BD%E5%A3%B0%E9%9F%B3?from=feed">#中国好声音#</a><a href="/n/%E5%91%A8%E6%9D%B0%E4%BC%A6%E4%B8%AD%E6%96%87%E7%BD%91JayCn">@周杰伦中文网JayCn</a>	2703984812	Candybaby周小姐	iPhone客户端	今天 06:07	null	null	0	2	1	[a12b88acjw1eter9rsitej20zk0zk48z,a12b88acjw1etercwdlbkj216o16on9w,a12b88acjw1eterc4bcioj20vk0vkdwz]	周杰伦 中国好声音
3763097867214430	第三季<a href="/n/%E4%B8%AD%E5%9B%BD%E5%A5%BD%E5%A3%B0%E9%9F%B3">@中国好声音</a>   今晚锁定浙江卫视巅峰之夜！这个夏天如梦一样！感恩认识了大家！2014年这个夏天是我人生最幸福的季节！狼之队！<a href="/n/UZ%E7%A7%A6%E5%AE%87%E5%AD%90">@UZ秦宇子</a> 加油！<a class="k" href="/k/%E4%B8%AD%E5%9B%BD%E5%A5%BD%E5%A3%B0%E9%9F%B3?from=feed">#中国好声音#</a>今晚狂欢<i class="face face_1 icon_8">[泪]</i> <a data-url="http://t.cn/Rhe1u6D" href="http://m.weibo.cn/p/index?containerid=100101116.32671_39.93995&ep=BqtsKugNM%2C2533480553%2CBqtsKugNM%2C2533480553" class="btn btn-normal btn-surl"><i class="iconimg iconimg-xxs"><img src="http://u1.sinaimg.cn/upload/2014/10/16/timeline_card_small_location_default.png"></i><span class="surl-text">中关村南大街</span></a>	2533480553	唱作人申钰林	OPPO Find 5	2014-10-07 17:58	null	null	327	574	419	[9701d869jw1el2km50532j20hs0npgmo,9701d869jw1el2kmc68w7j20m80goq4c,9701d869jw1el2kmp143lj20hs0npt9u,9701d869jw1el2kmuss38j20n60h6q3w,9701d869jw1el2qx64zt8j20hs0dcq3h,9701d869jw1el2qxe4pggj20hs0npaas,9701d869jw1el2qxhsyfaj20go0m8t92,9701d869jw1el2ky98ps1j20hs0npab5,9701d869jw1el2kylj2e5j20np0hs0u5]	中国好声音
3857186919252400	想起了自己的奶奶<i class="face face_2 icon_0">[悲伤]</i>sizga tehimu uzun omur tilaymiz moma<i class="face face_1 icon_4">[爱你]</i>//<a href="/n/FerdosHilton">@FerdosHilton</a>:太佩服奶奶了[飞吻][飞吻] //<a href="/n/%E6%88%91%E4%BB%8E%E6%96%B0%E7%96%86%E6%9D%A5-%E5%8A%A0%E6%B2%B9%E6%96%B0%E7%96%86">@我从新疆来-加油新疆</a>:奶奶你真棒，加油，期待您的<a class="k" href="/k/%E4%B8%AD%E5%9B%BD%E5%A5%BD%E5%A3%B0%E9%9F%B3?from=feed">#中国好声音#</a> 冠军<i class="face face_1 icon_4">[爱你]</i><a class="k" href="/k/%E4%BB%8A%E6%97%A5%E6%96%B0%E9%97%BB?from=feed">#今日新闻#</a>	3178420827	dilim306	中国移动-三星NoteⅡ	今天 09:14	3846464109386840	3846494820310072	0	0	0	[]	中国好声音 今日新闻 129岁老人报名中国好声音
3857186654584257	不相信的不要加我<i class="face face_1 icon_1">[微笑]</i>谢谢！连几百块钱都怕被骗的还想做成什么大生意<i class="face face_1 icon_5">[挖鼻]</i>醉了！跟着我的我都不知道赚了多少个几百了！想赚钱的来，找事的请走开！不要浪费各自的时间<i class="face face_1 icon_1">[微笑]</i><a class="k" href="/k/%E5%A5%94%E8%B7%91%E5%90%A7%E5%85%84%E5%BC%9F?from=feed">#奔跑吧兄弟#</a><a class="k" href="/k/%E7%94%9C%E9%A6%A8?from=feed">#甜馨#</a><a class="k" href="/k/%E5%A5%A5%E8%8E%89?from=feed">#奥莉#</a><a class="k" href="/k/%E7%88%B8%E7%88%B8%E5%9B%9E%E6%9D%A5%E4%BA%86?from=feed">#爸爸回来了#</a><a class="k" href="/k/%E6%B1%9F%E8%8B%8F%E5%8D%AB%E8%A7%86%E6%88%91%E4%BB%AC%E7%9B%B8%E7%88%B1%E5%90%A7?from=feed">#江苏卫视我们相爱吧#</a><a class="k" href="/k/%E5%88%98%E9%9B%AF%E5%B4%94%E5%A7%8B%E6%BA%90?from=feed">#刘雯崔始源#</a><a class="k" href="/k/%E6%9D%8E%E6%98%93%E5%B3%B0?from=feed">#李易峰#</a><a class="k" href="/k/%E7%9B%97%E5%A2%93%E7%AC%94%E8%AE%B0?from=feed">#盗墓笔记#</a><a href="/n/%E6%9D%8E%E6%98%93%E5%B3%B0">@李易峰</a><a class="k" href="/k/%E4%B8%AD%E5%9B%BD%E5%A5%BD%E5%A3%B0%E9%9F%B3?from=feed">#中国好声音#</a><a class="k" href="/k/%E8%89%BE%E8%96%87%E6%A0%BC%E8%AF%97?from=feed">#艾薇格诗#</a>	5128853831	a李峰景	不，是你的iPhone 6	今天 09:13	3846165583943626	null	0	0	0	[]	奔跑吧兄弟 甜馨 奥莉 爸爸回来了 江苏卫视我们相爱吧 刘雯崔始源 李易峰 盗墓笔记 中国好声音 艾薇格诗
3856961990980370	调戏小公举<i class="face face_1 icon_9">[馋嘴]</i> //<a href="/n/w%E5%B7%AB%E6%9C%A8%E6%9C%A8">@w巫木木</a>:哈哈哈哈哈笑死我了 //<a href="/n/jay2u-%E7%A5%9D%E4%BC%9FWay">@jay2u-祝伟Way</a>:哈哈哈，扯了一堆 只为了话多。	1717350781	一隻章鱼儿	iPhone 6	06-23 18:21	3856893804180969	3856898949918222	0	2	0	[]	中国好声音
